id,degree,betweenesscentrality,weighted degree
cecfa40c1f0bc64f,1,0.00,1
678c40dc1f0bc64f,1,0.00,1
3d885f1d779d90c2,1,0.00,1
fc579d6d,1,0.00,1
7e7835178a4875bd,1,0.00,1
9c3b2e60684581ce,1,0.00,1
e620c59b8a4875bd,1,0.00,1
4d62a444c1a17447,1,0.00,1
bfed02a4d7fe30a4,1,0.00,1
170e06071f0bc64f,1,0.00,1
4826e847,1,0.00,1
35164519,1,0.00,1
90ec49bbc464aa46,1,0.00,1
4410566ea8735f2a,1,0.00,1
2a5f7bd89eedda98,1,0.00,1
ff1c4f79a5bce124,1,0.00,1
4948c27ad4897fef,1,0.00,1
93300586,1,0.00,1
355d6c850eb711ec,1,0.00,1
2841249381b42528,1,0.00,1
e7725e378a4875bd,1,0.00,1
9c130678d4897fef,1,0.00,1
d703608bedead9f4,1,0.00,1
7e0416a8d4897fef,1,0.00,1
c4fd53a3c6263d8a,1,0.00,1
a9d091c35db079b5,1,0.00,1
348533f2be87996b,1,0.00,1
1d86dc335ec45883,1,0.00,1
2065369efce66524,1,0.00,1
e5e11656c9e27f06,1,0.00,1
dab29f538ce34352,1,0.00,1
20ba57eb2203a096,1,0.00,1
229d5ba71aa0e912,1,0.00,1
46eb307ffbec56bc,1,0.00,1
d81b73dd1f0bc64f,1,0.00,1
75bb1b58ce762689,1,0.00,1
bb924af54ea23a13,1,0.00,1
3c3a5dfe74de3ee6,1,0.00,1
280f8e938a4875bd,1,0.00,1
b194d2f524f6b932,1,0.00,1
550f2ede7fdd04d2,1,0.00,1
94112c8678d9bd10,1,0.00,1
06b5661e1f0bc64f,1,0.00,1
44d38086ad0177e7,1,0.00,1
602ec53d6332421a,1,0.00,1
53e0a46532fa85fb,1,0.00,1
5ea47c3061b7308b,1,0.00,1
c3d96ed78b1aa260,1,0.00,1
5967a531293291c1,1,0.00,1
0489ce3f1c6a881d,1,0.00,1
5a7a9d0ba0f5f879,1,0.00,1
97bdde956871ac88,1,0.00,1
7c90064ed8337869,1,0.00,1
ae277f8a,1,0.00,1
f81f3eee,1,0.00,1
3860e36e649e7a14,1,0.00,1
ce213aaa8bfcd3c6,1,0.00,1
7c4bbbea84ebbcd4,1,0.00,1
a46783b384ebbcd4,1,0.00,1
1c204ce31f0bc64f,1,0.00,1
6f4ce9732203a096,1,0.00,1
0b351d422203a096,1,0.00,1
18c9b9c1,1,0.00,1
b5799ffb1f0bc64f,1,0.00,1
2d6428931f0bc64f,1,0.00,1
071f29d81c6a881d,1,0.00,1
5701452e7294839b,1,0.00,1
6606462df50d4405,1,0.00,1
823ed7b0,1,0.00,1
117288ef40e413a8,1,0.00,1
cd7b4ddb,1,0.00,1
9aaa6f7844956a24,1,0.00,1
69e2bddb0eb711ec,1,0.00,1
7a10219404f5b394,1,0.00,1
d7ae87c91aa0e912,1,0.00,1
835bcc280eb711ec,1,0.00,1
92ad2007,1,0.00,1
30f8f8f9,1,0.00,1
8b54f9db,1,0.00,1
ca144980d787e91b,1,0.00,1
7046f1438a4875bd,1,0.00,1
3342d1a35db079b5,1,0.00,1
e4051422a5bce124,1,0.00,1
f1dba2bfcdf6ea96,1,0.00,1
dd55ae7efce66524,1,0.00,1
0d18549e4ea23a13,1,0.00,1
e46174735096d134,1,0.00,1
3e44041f158e4944,1,0.00,1
9662d54b3bc980aa,1,0.00,1
332576240eb711ec,1,0.00,1
c656330878d9bd10,1,0.00,1
752c77d0d787e91b,1,0.00,1
8ede22cd76dc4769,1,0.00,1
73ac8f24ecb851b2,1,0.00,1
662ab9f8,1,0.00,1
6b9769f214c754ae,1,0.00,1
599cd2288d19d3d4,1,0.00,1
bd79432b,1,0.00,1
1219d4d54ea23a13,1,0.00,1
f267f6a42ea4f8ba,1,0.00,1
67313b18,1,0.00,1
4d16394ed787e91b,1,0.00,1
54d0fa935096d134,1,0.00,1
2a58913fbe87996b,1,0.00,1
10053104,1,0.00,1
4508425abe6db1d7,1,0.00,1
cfb8324a4ea23a13,1,0.00,1
0489ce3f5db079b5,1,0.00,1
f81f998e1f0bc64f,1,0.00,1
e32f33a9e9b8d8d7,1,0.00,1
601b273688fe1d5d,1,0.00,1
b62162233bd9e8e7,1,0.00,1
167207661f0bc64f,1,0.00,1
10147d778571106b,1,0.00,1
4e6e0fe05d7f83d0,1,0.00,1
624fdadb293291c1,1,0.00,1
8f63ebc4de38939a,1,0.00,1
a79007a0a586787d,1,0.00,1
2c4c5a7b73b4563d,1,0.00,1
cdf180a776b1dc92,1,0.00,1
693dbc471f0bc64f,1,0.00,1
8e151b60dc00d461,1,0.00,1
b0a6d138779d90c2,1,0.00,1
73c5cfe47e752449,1,0.00,1
21ae382afce66524,1,0.00,1
5f8a6ae2779d90c2,1,0.00,1
6a4e42fc,1,0.00,1
e4922c165e12edef,1,0.00,1
6f9760aa3bd9e8e7,1,0.00,1
4d1362b24ceb2e0b,1,0.00,1
132d35307abbbd5c,1,0.00,1
0ba93f6ed7fe30a4,1,0.00,1
69a208b01f0bc64f,1,0.00,1
3f9c2e737fdd04d2,1,0.00,1
b288c5128a4875bd,1,0.00,1
9a91cf70d787e91b,1,0.00,1
336ed370,1,0.00,1
13a858b844801bc1,1,0.00,1
92292a4b,1,0.00,1
21d56f5483cd1c10,1,0.00,1
452e450480b1a1d2,1,0.00,1
b7ae58fcbe6db1d7,1,0.00,1
687e736a84ebbcd4,1,0.00,1
29da3f4c36d749e5,1,0.00,1
21f13711a0f5f879,1,0.00,1
79a1617b3bd9e8e7,1,0.00,1
fe5f8b58c6263d8a,1,0.00,1
a4c2c76b73b4563d,1,0.00,1
665810f3ecb851b2,1,0.00,1
7163c8b876dc4769,1,0.00,1
46866a8fa5bce124,1,0.00,1
f7a4762361b7308b,1,0.00,1
41b3f06c2203a096,1,0.00,1
5553a7168a4875bd,1,0.00,1
4a7f611e7abbbd5c,1,0.00,1
5c941bb3945dd5c4,1,0.00,1
e61597fc1f0bc64f,1,0.00,1
d2de4537cd5b1559,1,0.00,1
d979cf01,1,0.00,1
240183fb8ce34352,1,0.00,1
71c5873b375c3d47,1,0.00,1
fd6096d3b50d2bf4,1,0.00,1
c1919c0cb7c5bc1f,1,0.00,1
7553c0d08571106b,1,0.00,1
488a9a3e1ccc7835,1,0.00,1
810816cd23885c9e,1,0.00,1
08e8c46344801bc1,1,0.00,1
f4cd778704258293,1,0.00,1
38758c4d,1,0.00,1
af4a9787fbea4943,1,0.00,1
e515fb962203a096,1,0.00,1
9438370b711ee120,1,0.00,1
23b4ef608a4875bd,1,0.00,1
b4a57eaf,1,0.00,1
12b564a0,1,0.00,1
2562ac321f0bc64f,1,0.00,1
4eccf7328571106b,1,0.00,1
68ab0a3ad4897fef,1,0.00,1
96462a59d787e91b,1,0.00,1
a8a5d36636d749e5,1,0.00,1
e54c134423885c9e,1,0.00,1
fb1215384ea23a13,1,0.00,1
d7dcfdf867def95c,1,0.00,1
d242727b8a4875bd,1,0.00,1
215a353d462f0bdf,1,0.00,1
382499b31aa0e912,1,0.00,1
8365937f96629d1d,1,0.00,1
6267ac4e0989142d,1,0.00,1
42545451fed5ad55,1,0.00,1
2ab320f2906c5292,1,0.00,1
8342c975dc15c87e,1,0.00,1
e2c61a6d84ebbcd4,1,0.00,1
d43af08c180a896e,1,0.00,1
14561e0649ea3580,1,0.00,1
d158ab3f,1,0.00,1
04334688e9b8d8d7,1,0.00,1
6014934ea0f5f879,1,0.00,1
fc53e509ef726eae,1,0.00,1
a12dedbd779d90c2,1,0.00,1
c4477cfa57b3c6c3,1,0.00,1
23291d2d8bfcd3c6,1,0.00,1
65ac3bd2597f7364,1,0.00,1
180103ac5096d134,1,0.00,1
457e147c,1,0.00,1
8bfd2cd23bd9e8e7,1,0.00,1
8a9fe749,1,0.00,1
533a3a0676dc4769,1,0.00,1
a0920219,1,0.00,1
19b4af685096d134,1,0.00,1
8704a40f,1,0.00,1
7babdcd80d9ae625,1,0.00,1
ea34e52f0aa15e63,1,0.00,1
041036048ce34352,1,0.00,1
c3ee60e36360f9ec,1,0.00,1
cbd1c8aeecb851b2,1,0.00,1
f60910734ea23a13,1,0.00,1
ca473a337abbbd5c,1,0.00,1
4816ee9fc6263d8a,1,0.00,1
71941a198a4875bd,1,0.00,1
40ae6bb8d787e91b,1,0.00,1
a6273ad156f23684,1,0.00,1
53d047a834739058,1,0.00,1
571a022b4ea23a13,1,0.00,1
96dffcf6be87996b,1,0.00,1
bf82deffa8d2c4cf,1,0.00,1
408d3f9484ebbcd4,1,0.00,1
76a822143bc980aa,1,0.00,1
9330e4ccd787e91b,1,0.00,1
6083f513ca136f4e,1,0.00,1
f815a2853b9d5d3c,1,0.00,1
c532be168ce34352,1,0.00,1
24c0ff35,1,0.00,1
2cf7d16e8a4875bd,1,0.00,1
b825bca376dc4769,1,0.00,1
df8794aba0f5f879,1,0.00,1
a9853cf0ecb851b2,1,0.00,1
35d07706f87e93a5,1,0.00,1
edba3da68a4875bd,1,0.00,1
bfdb76690bc44f2a,1,0.00,1
c6563308cab7ad1c,1,0.00,1
be5b9a913f3d3fa8,1,0.00,1
ad5228cc36d749e5,1,0.00,1
fab2b6e7,1,0.00,1
ed5f0d15,1,0.00,1
656f93932ea4f8ba,1,0.00,1
eb2dcb2e31f63ca2,1,0.00,1
a8536f3aa0f5f879,1,0.00,1
2b6c67c71f0bc64f,1,0.00,1
c2f2663e7fce49a8,1,0.00,1
f13a2b7584ebbcd4,1,0.00,1
4658b4c38571106b,1,0.00,1
905d2fbc1b13b020,1,0.00,1
0b064ba5,1,0.00,1
99d448608587457d,1,0.00,1
ff1c4f797eef184d,1,0.00,1
2e00cd20f51246a7,1,0.00,1
f8596a6e,1,0.00,1
f9645f7f36a30aeb,1,0.00,1
5b2d0aa6c6263d8a,1,0.00,1
958a698a43a30462,1,0.00,1
7f69b3d50eb711ec,1,0.00,1
8324e8cee274a11d,1,0.00,1
0db890de8ce34352,1,0.00,1
862394f0ecb851b2,1,0.00,1
9dd4c9aed8cfb063,1,0.00,1
10dcb089f07e20f8,1,0.00,1
c242f756,1,0.00,1
dbc2caadc5cc73c1,1,0.00,1
05c849e8e981565c,1,0.00,1
64dd1c99,1,0.00,1
e6fe495ec6263d8a,1,0.00,1
97e0cdd1d4897fef,1,0.00,1
fdf570e0575d0d2a,1,0.00,1
9b1fe278517bef98,1,0.00,1
3fc74b56cd5b1559,1,0.00,1
f66b72b88a4875bd,1,0.00,1
76e13ece,1,0.00,1
2ab6f9b1711ee120,1,0.00,1
bca8f26df87e93a5,1,0.00,1
a3ba3bd1eafbefce,1,0.00,1
a05d959184ebbcd4,1,0.00,1
b726005d8a4875bd,1,0.00,1
a1241988a0f5f879,1,0.00,1
47a403d61aa0e912,1,0.00,1
96d596c58ce34352,1,0.00,1
bbf3e5c423823d8b,1,0.00,1
a4fcd6698ce34352,1,0.00,1
03c0663da5bce124,1,0.00,1
23680bb50594e7d0,1,0.00,1
5f2423e8cbb77256,1,0.00,1
5e0083db8a4875bd,1,0.00,1
37d2ce3d0989142d,1,0.00,1
76598733e9b8d8d7,1,0.00,1
643b6ace,1,0.00,1
891d02ac,1,0.00,1
46c9db5f6569eeb3,1,0.00,1
b14b4b62c6263d8a,1,0.00,1
2fbeeb8d0153a639,1,0.00,1
57c8ca910eb711ec,1,0.00,1
58f7417235e87701,1,0.00,1
1064298468b6db2c,1,0.00,1
5f86ca43,1,0.00,1
61add7981f0bc64f,1,0.00,1
ddc195f89955990f,1,0.00,1
3600028dbe74e6fe,1,0.00,1
b482973cecb851b2,1,0.00,1
7f860363,1,0.00,1
5e4cc1ca,1,0.00,1
8dd2770e9dc3d156,1,0.00,1
0c9bdc761aa0e912,1,0.00,1
c74e93c4e981565c,1,0.00,1
df1f25fb6afc734f,1,0.00,1
a455bfe28b1aa260,1,0.00,1
0731638fd787e91b,1,0.00,1
064ea426ecb851b2,1,0.00,1
392da436258766e2,1,0.00,1
30f36b16ecb851b2,1,0.00,1
b69e1ffd3421dfe4,1,0.00,1
e027b9acecb851b2,1,0.00,1
85b7c65c,1,0.00,1
892b3a92,1,0.00,1
51c53be0a0f5f879,1,0.00,1
3981e69f779d90c2,1,0.00,1
d0aa00c7d787e91b,1,0.00,1
0dc01611cd5b1559,1,0.00,1
2e0fad053bd9e8e7,1,0.00,1
9b0640f2,1,0.00,1
34031e4246d98882,1,0.00,1
51029af82b557631,1,0.00,1
17e8d8341f0bc64f,1,0.00,1
05afc99c4ea23a13,1,0.00,1
8cbef0cfc4cca47d,1,0.00,1
425f3d41be87996b,1,0.00,1
415c5537c144e605,1,0.00,1
57cd40068571106b,1,0.00,1
df0823a2f1c7e892,1,0.00,1
fffdac0f05e70df4,1,0.00,1
e289fbf505e70df4,1,0.00,1
723f18e8d787e91b,1,0.00,1
268968f1d17a0181,1,0.00,1
f98e6261711ee120,1,0.00,1
7ef60db600b1f3a7,1,0.00,1
fc43a5058a4875bd,1,0.00,1
5343979da5a2318d,1,0.00,1
f6020ab6,1,0.00,1
9f101e14fce66524,1,0.00,1
78a1e1d82d6d7ae9,1,0.00,1
fc6c68024ceb2e0b,1,0.00,1
9eb7007ac6263d8a,1,0.00,1
78193d11a5bce124,1,0.00,1
ce01d01d78d9bd10,1,0.00,1
fa7ccd4286030d43,1,0.00,1
9c2f32d1d17a0181,1,0.00,1
302144915d7f83d0,1,0.00,1
4551a2085db079b5,1,0.00,1
227b89498b1aa260,1,0.00,1
29e2d9d68b1aa260,1,0.00,1
c57e737205e70df4,1,0.00,1
8ee017ee42eecb1c,1,0.00,1
6fada2cb7fdd04d2,1,0.00,1
ba1d9d89,1,0.00,1
6b12d047,1,0.00,1
8cf05fed89416188,1,0.00,1
57cd4006ecb851b2,1,0.00,1
0b2c46debe87996b,1,0.00,1
680209c57fdd04d2,1,0.00,1
b5a83d9c2203a096,1,0.00,1
db5f67078a4875bd,1,0.00,1
5eec145249ea3580,1,0.00,1
e023e3018a4875bd,1,0.00,1
5d7f638b56f23684,1,0.00,1
0e0df84d4ea23a13,1,0.00,1
641e61d0d787e91b,1,0.00,1
cf140eef60f13afb,1,0.00,1
f52583878a4875bd,1,0.00,1
0098f85ac6263d8a,1,0.00,1
cd51f9d01f0bc64f,1,0.00,1
3e139cbfc6263d8a,1,0.00,1
604dfd49be87996b,1,0.00,1
884297d2575d0d2a,1,0.00,1
7c0a9c79c6263d8a,1,0.00,1
8cc162d57376e2d4,1,0.00,1
5522acca36d749e5,1,0.00,1
5073aaf484ebbcd4,1,0.00,1
c65caa1a6332421a,1,0.00,1
346295baa5bce124,1,0.00,1
dce09e91,1,0.00,1
3b5b7a40,1,0.00,1
d70b85f0,1,0.00,1
3b8b7f10d787e91b,1,0.00,1
d0a3513f6332421a,1,0.00,1
d9b1a4f08bfcd3c6,1,0.00,1
488a9a3e36a30aeb,1,0.00,1
c3ee60e382a79fff,1,0.00,1
73403bfe8a4875bd,1,0.00,1
4a4ced13fbec56bc,1,0.00,1
77e560958a4875bd,1,0.00,1
e8a3bdb2eee4aa16,1,0.00,1
9e50213049ea3580,1,0.00,1
bcb443858a4875bd,1,0.00,1
35f0a8a1711ee120,1,0.00,1
260039c894a6ac23,1,0.00,1
db8e61ae22fb7d04,1,0.00,1
ca42e29d36a30aeb,1,0.00,1
380d20f33bd9e8e7,1,0.00,1
4347592e0beb4199,1,0.00,1
3ed09b5f5db079b5,1,0.00,1
8249ab0baaffed8f,1,0.00,1
ba4edda7a0f5f879,1,0.00,1
dbf5bfc35db079b5,1,0.00,1
001a1436d787e91b,1,0.00,1
5b258f9afce66524,1,0.00,1
b3beb8f17558c63e,1,0.00,1
7c2af5aeb4b19c97,1,0.00,1
79aff4101f0bc64f,1,0.00,1
68d970a2be87996b,1,0.00,1
21b75632f39b265e,1,0.00,1
ddd2926e5096d134,1,0.00,1
558d2858cd5b1559,1,0.00,1
d0e9d4d1375c3d47,1,0.00,1
db86983494a6ac23,1,0.00,1
ee335a6aa5bce124,1,0.00,1
12fbadddb4b19c97,1,0.00,1
0f141e033bd9e8e7,1,0.00,1
f4a66c4f9dc3d156,1,0.00,1
ceda0fcfbe87996b,1,0.00,1
294c182d,1,0.00,1
0c25a750,1,0.00,1
f99fe491f07e20f8,1,0.00,1
df5e7b55eee4aa16,1,0.00,1
d6e81782d787e91b,1,0.00,1
2afad2b8c6263d8a,1,0.00,1
d241764668b6db2c,1,0.00,1
27dbb18ad787e91b,1,0.00,1
9a3e018fad0177e7,1,0.00,1
4fd34dda5bf3d167,1,0.00,1
3c8fc758,1,0.00,1
59a29f716332421a,1,0.00,1
c788e8c384ebbcd4,1,0.00,1
0032c849c144e605,1,0.00,1
c2ac070e711ee120,1,0.00,1
c1153a8105e70df4,1,0.00,1
944a19b97956d1bb,1,0.00,1
5ce9c6dbdc15c87e,1,0.00,1
8dd848d18571106b,1,0.00,1
557a98addc15c87e,1,0.00,1
3b171d547fce49a8,1,0.00,1
4b4af9d7,1,0.00,1
a4039bb67fdd04d2,1,0.00,1
57cd4006fbec56bc,1,0.00,1
184640c3779d90c2,1,0.00,1
f82af1cbe9b8d8d7,1,0.00,1
d43af08c84ebbcd4,1,0.00,1
57cd40067ac6007f,1,0.00,1
20555d2a,1,0.00,1
40fc4e2bd787e91b,1,0.00,1
e3ce7ecb04f5b394,1,0.00,1
72c150daa5bce124,1,0.00,1
f0c3e32d68b6db2c,1,0.00,1
0905786ee9b8d8d7,1,0.00,1
374f9bba5ec45883,1,0.00,1
f4d1686a275fc61c,1,0.00,1
7344b8b2c6263d8a,1,0.00,1
45b3b5ecc6263d8a,1,0.00,1
3280cba0,1,0.00,1
110d1b4ece576f14,1,0.00,1
f0b73dcae12e75cd,1,0.00,1
71ef3fc0,1,0.00,1
860de56888fbaa46,1,0.00,1
bbd51b0384ebbcd4,1,0.00,1
332e16a0be87996b,1,0.00,1
28ade4f08a4875bd,1,0.00,1
37b3c191158e4944,1,0.00,1
ce00da633223bcfe,1,0.00,1
a2163e17c6263d8a,1,0.00,1
038511033bd9e8e7,1,0.00,1
b0927693ecb851b2,1,0.00,1
6b9769f2cdf6ea96,1,0.00,1
acec258d945dd5c4,1,0.00,1
03c676701f0bc64f,1,0.00,1
e8e329bd836d2439,1,0.00,1
a5f9114d32fa85fb,1,0.00,1
ec26bd0d6332421a,1,0.00,1
7bd1c8751aa0e912,1,0.00,1
ac9abcab44801bc1,1,0.00,1
293d3d0d3bd9e8e7,1,0.00,1
12230536a0f5f879,1,0.00,1
22540efa57b3c6c3,1,0.00,1
a5c73b5e158e4944,1,0.00,1
03507ae304f5b394,1,0.00,1
372c38c4,1,0.00,1
d1561a3ad787e91b,1,0.00,1
6e4cb46f5ec45883,1,0.00,1
6fed25738a4875bd,1,0.00,1
caf936a3,1,0.00,1
6b9769f20671f8e1,1,0.00,1
c65caa1a84ebbcd4,1,0.00,1
52aa6971a5bce124,1,0.00,1
e3f609406e1e2240,1,0.00,1
a7d68f93c4cff2ea,1,0.00,1
6658ea8333bdf92e,1,0.00,1
231162aecd5b1559,1,0.00,1
2be4b7550ac04b54,1,0.00,1
2ce619f681b42528,1,0.00,1
5d2b778d84ebbcd4,1,0.00,1
285aa37d03683bd4,1,0.00,1
db419e19d787e91b,1,0.00,1
15050d08ecb851b2,1,0.00,1
eafcabf4be74e6fe,1,0.00,1
1cf29716be74e6fe,1,0.00,1
79e904d3c4cff2ea,1,0.00,1
3dcc4e9268b6db2c,1,0.00,1
ac22705c,1,0.00,1
92a5aa9684ebbcd4,1,0.00,1
1cf29716ecb851b2,1,0.00,1
16ce7730,1,0.00,1
49dac2898a4875bd,1,0.00,1
7c90d94fb3f4c8ce,1,0.00,1
fbd4bcd23e72ab6c,1,0.00,1
dc0bdf90260bcecc,1,0.00,1
dfbecafb64a7b95b,1,0.00,1
39ae7f644ea23a13,1,0.00,1
826b21c1779d90c2,1,0.00,1
9e40407e2beaa395,1,0.00,1
3e69b4fb,1,0.00,1
d76542203e7932d7,1,0.00,1
cb0d056083541208,1,0.00,1
a34de27f779d90c2,1,0.00,1
847ebc2d6c247d18,1,0.00,1
0240ed81d5db24c3,1,0.00,1
e85877be2203a096,1,0.00,1
f61ee135d787e91b,1,0.00,1
c1541f0dbe74e6fe,1,0.00,1
ff4a2563ef726eae,1,0.00,1
a0856ac4d42e625d,1,0.00,1
e3b1e392711ee120,1,0.00,1
d0f4ae62,1,0.00,1
82a5aac9,1,0.00,1
50bb55bc24399af1,1,0.00,1
9b1fe2781f0bc64f,1,0.00,1
fad59d4b4ea23a13,1,0.00,1
e45eecebfbdc5171,1,0.00,1
12c43dd11f0bc64f,1,0.00,1
733d1e4c76759795,1,0.00,1
5459576f0bc44f2a,1,0.00,1
fd5ed31fcad4c01d,1,0.00,1
52760bc9553f099b,1,0.00,1
8903edf41f0bc64f,1,0.00,1
1e87f9d3ef726eae,1,0.00,1
abba213b8a4875bd,1,0.00,1
44c99f0e260bcecc,1,0.00,1
940032c4aaffed8f,1,0.00,1
7a2ebb5e0ff80b9d,1,0.00,1
7376df638a4875bd,1,0.00,1
a7e6e6bb5db079b5,1,0.00,1
6c027a2ca5bce124,1,0.00,1
79b2553eef726eae,1,0.00,1
b6633deaa4528ded,1,0.00,1
8f2a29a204f5b394,1,0.00,1
75c9745d,1,0.00,1
6df780d7,1,0.00,1
f7c3de84f87e93a5,1,0.00,1
a31b33e22ea4f8ba,1,0.00,1
c3e5a929be74e6fe,1,0.00,1
227c11d9,1,0.00,1
ad7660e7779d90c2,1,0.00,1
05c294bfcab7ad1c,1,0.00,1
6c86c5b4553f099b,1,0.00,1
a7e6704e711ee120,1,0.00,1
c7b43985c6263d8a,1,0.00,1
bca8f26dc730b3c6,1,0.00,1
d51041dc711ee120,1,0.00,1
ec0928bdb50d2bf4,1,0.00,1
ed212c178a4875bd,1,0.00,1
9c642dda44956a24,1,0.00,1
8cac400fbe74e6fe,1,0.00,1
4ab6acee3bb1ddd7,1,0.00,1
fdfb56e9,1,0.00,1
b0070d9ae4d304c6,1,0.00,1
c1afbeb2ac9ad752,1,0.00,1
013fa456d787e91b,1,0.00,1
c76ba12c2203a096,1,0.00,1
e0da09ab711ee120,1,0.00,1
1983f7c8a0f5f879,1,0.00,1
1e6c0567d787e91b,1,0.00,1
188c266936d749e5,1,0.00,1
76d7ff8c0ff80b9d,1,0.00,1
31f8fbd7,1,0.00,1
c00916fb8571106b,1,0.00,1
f8f02d06277e7b8c,1,0.00,1
75bb1b5844801bc1,1,0.00,1
2ff58d598b1aa260,1,0.00,1
30c84e3e36d749e5,1,0.00,1
795857aae9b8d8d7,1,0.00,1
a471a9a814187c75,1,0.00,1
6b8aa5d1c6263d8a,1,0.00,1
51d432c6597f7364,1,0.00,1
986ef1a8d787e91b,1,0.00,1
8a014cbb8571106b,1,0.00,1
c5f09660,1,0.00,1
30d5a6f18a4875bd,1,0.00,1
bb7021fc5d7f83d0,1,0.00,1
f94e7fce,1,0.00,1
2550f56a779d90c2,1,0.00,1
d63e185f1aa0e912,1,0.00,1
a8536f3a0153a639,1,0.00,1
678c85328a4875bd,1,0.00,1
3b1eaf0e34091644,1,0.00,1
7b0c2e55,1,0.00,1
f8e51adaa5bce124,1,0.00,1
d9cd2e71edead9f4,1,0.00,1
7401359656f254f5,1,0.00,1
30d5a6f12203a096,1,0.00,1
6e68d6a98a4875bd,1,0.00,1
a0a31a9b8a4875bd,1,0.00,1
0550505184ebbcd4,1,0.00,1
222db6db8a4875bd,1,0.00,1
fdba22941f0bc64f,1,0.00,1
35a66f15553f099b,1,0.00,1
caa1910c8a4875bd,1,0.00,1
146063,1,0.00,1
32a0ecd5929a114d,1,0.00,1
96b250f54ea23a13,1,0.00,1
48da60b7553f099b,1,0.00,1
3a5ab0b91f0bc64f,1,0.00,1
e347d71e945dd5c4,1,0.00,1
57cd4006301d587a,1,0.00,1
339cc2c3d787e91b,1,0.00,1
21659d0ea0f5f879,1,0.00,1
a15632f18571106b,1,0.00,1
5da16ddc1ccc7835,1,0.00,1
9e9bda86eb9d69e8,1,0.00,1
6e922023e9b8d8d7,1,0.00,1
baf44d2b22800eff,1,0.00,1
9c88c9d46332421a,1,0.00,1
96a9703184ebbcd4,1,0.00,1
2181c6a8,1,0.00,1
bd802d98,1,0.00,1
c8532bc23bc980aa,1,0.00,1
386f396bc144e605,1,0.00,1
e9602cc178d9bd10,1,0.00,1
b0070d9a0e32c832,1,0.00,1
4da034bf1f0bc64f,1,0.00,1
b5b799e58a4875bd,1,0.00,1
a74e04be1f0bc64f,1,0.00,1
2a94c2bba0f5f879,1,0.00,1
02b9b0fcd787e91b,1,0.00,1
eca1c6f936a30aeb,1,0.00,1
ceffea69c144e605,1,0.00,1
988b5bc68a4875bd,1,0.00,1
a114d1d74ea23a13,1,0.00,1
07875ea4b6443086,1,0.00,1
feaae464711ee120,1,0.00,1
27635eced4897fef,1,0.00,1
7b1493558a4875bd,1,0.00,1
cd2c6ca3f186d2e8,1,0.00,1
2ea66716be74e6fe,1,0.00,1
ebe470e984ebbcd4,1,0.00,1
1cf4e92d73b4563d,1,0.00,1
1c1eca0e1ccc7835,1,0.00,1
6f7eeef049c941a5,1,0.00,1
7511c4b1aaffed8f,1,0.00,1
fc59dd06,1,0.00,1
54b737975db079b5,1,0.00,1
079ce1cfa0f5f879,1,0.00,1
bb6da8e98a4875bd,1,0.00,1
8effbe4ea8d2c4cf,1,0.00,1
4e15d6f536d749e5,1,0.00,1
546ec9be56f23684,1,0.00,1
488a9a3e94a6ac23,1,0.00,1
c43fc86f,1,0.00,1
7b7c04f3,1,0.00,1
c9facf04e46cc378,1,0.00,1
2349cce78571106b,1,0.00,1
f6c0b05c76dc4769,1,0.00,1
e8acb99e,1,0.00,1
08e26405,1,0.00,1
6b9769f2a4528ded,1,0.00,1
fbf575ed,1,0.00,1
c76a741e,1,0.00,1
6fdf1afa8571106b,1,0.00,1
bca8f26d4ceb2e0b,1,0.00,1
9d557cfa76dc4769,1,0.00,1
ebda5821c6263d8a,1,0.00,1
df00e461689db181,1,0.00,1
3b4e676676dc4769,1,0.00,1
d98d7bed,1,0.00,1
4cbac132,1,0.00,1
4e1660710bc44f2a,1,0.00,1
1783cef581892725,1,0.00,1
7667f884375c3d47,1,0.00,1
ddd2926e0fadd2fe,1,0.00,1
146a4cadfbec56bc,1,0.00,1
659f168984ebbcd4,1,0.00,1
8127f783,1,0.00,1
6ac59207779d90c2,1,0.00,1
11fd77c6d787e91b,1,0.00,1
8acef4331f0bc64f,1,0.00,1
b24d1e980eb711ec,1,0.00,1
b571d3861fa06e1b,1,0.00,1
05a446c0eb58b8de,1,0.00,1
e783d3681c6a881d,1,0.00,1
31c8716c61761ee1,1,0.00,1
772cdb53ecb851b2,1,0.00,1
8c6b45ead7193e18,1,0.00,1
38e7afd5293291c1,1,0.00,1
9bff2522d787e91b,1,0.00,1
cdb6b1bd5d7f83d0,1,0.00,1
5a4cbfc876dc4769,1,0.00,1
7ab152a50eb711ec,1,0.00,1
84bb3dcd99e427c9,1,0.00,1
a8839f86,1,0.00,1
b37ec7b884ebbcd4,1,0.00,1
2ecb481123885c9e,1,0.00,1
5d142f5f,1,0.00,1
17bc9e84,1,0.00,1
8915df391f0bc64f,1,0.00,1
6e9092c6,1,0.00,1
e6a00ba66569eeb3,1,0.00,1
7e028399a0f5f879,1,0.00,1
6b9769f2ce12dd72,1,0.00,1
c01c0c945db079b5,1,0.00,1
92a210d468b6db2c,1,0.00,1
ec9fd155,1,0.00,1
11a190818a4875bd,1,0.00,1
1cfabd194ea23a13,1,0.00,1
602ec53daaffed8f,1,0.00,1
14d0a12fd4897fef,1,0.00,1
1ee31890aaffed8f,1,0.00,1
63b3013a1ccc7835,1,0.00,1
d0e2dbfeee22d66a,1,0.00,1
