Source,Target
1cf297168a4875bd,f3845767
2550f56a779d90c2,e16ceb4b
d63e185f1aa0e912,f3845767
7f8445a136d749e5,f3845767
a8536f3a0153a639,f3845767
57cd4006d787e91b,f3845767
678c85328a4875bd,17d996e6
3b1eaf0e34091644,e16ceb4b
01e40f6f1aa0e912,f3845767
7b0c2e55,c4e18dd6
d179ff5f,c4e18dd6
f8e51adaa5bce124,f3845767
d9cd2e71edead9f4,7687a86e
7401359656f254f5,f3845767
98dc89fdd6b5c09e,c4e18dd6
30d5a6f12203a096,f3845767
a7f3ffed0b188ab3,c4e18dd6
6b9769f2edead9f4,f3845767
ca784e6076dc4769,f3845767
6e68d6a98a4875bd,f3845767
4904742436d749e5,f3845767
a0a31a9b8a4875bd,f3845767
ac8262223bd9e8e7,f3845767
0550505184ebbcd4,98572c79
96d5669e76dc4769,bb1ef334
222db6db8a4875bd,f3845767
fd75c38d4ea23a13,f3845767
fdba22941f0bc64f,f3845767
ceffea69711ee120,f3845767
7d4540eb1ccc7835,f3845767
35a66f15553f099b,f3845767
caa1910c8a4875bd,f3845767
00146063,c4e18dd6
32a0ecd5929a114d,92c9e92d
96b250f54ea23a13,f3845767
48da60b7553f099b,f3845767
3a5ab0b91f0bc64f,7e091613
3faaf3001f0bc64f,58a89a43
e347d71e945dd5c4,c4e18dd6
57cd4006301d587a,98572c79
339cc2c3d787e91b,c4e18dd6
21659d0ea0f5f879,f3845767
a15632f18571106b,7687a86e
6be497c5fcc05fef,0dde25ec
5da16ddc1ccc7835,c4e18dd6
19f40e4a900981af,f436b08f
94c292138bfcd3c6,c4e18dd6
2d1c794e0566c713,d7e2f29b
9e9bda86eb9d69e8,f3845767
6e922023e9b8d8d7,7e091613
baf44d2b22800eff,f3845767
dc6c85a91ccc7835,98572c79
c61a9367c144e605,f3845767
9c88c9d46332421a,f3845767
9a22b9dfd787e91b,f3845767
b687b2129ba9e05b,7e091613
c6a2824934d5fa08,7e091613
64475d45e9b8d8d7,7e091613
96a9703184ebbcd4,c4e18dd6
0467b2f8f87e93a5,f3845767
2181c6a8,c4e18dd6
bd802d98,c4e18dd6
c8532bc23bc980aa,f3845767
f4dbe1f8be87996b,f3845767
386f396bc144e605,f3845767
e9602cc178d9bd10,27e3c518
b0070d9a0e32c832,c4e18dd6
a742e744ecb851b2,f3845767
4da034bf1f0bc64f,f3845767
b5b799e58a4875bd,f3845767
a74e04be1f0bc64f,7e091613
2a94c2bba0f5f879,f3845767
aa8c000ba5bce124,f3845767
02b9b0fcd787e91b,f3845767
5054e1d7375c3d47,f3845767
eca1c6f936a30aeb,7687a86e
c357dbff,c4e18dd6
c357dbff,c4e18dd6
ceffea69c144e605,f3845767
988b5bc68a4875bd,f3845767
c357dbff,c4e18dd6
a114d1d74ea23a13,f3845767
07875ea4b6443086,f3845767
feaae464711ee120,f3845767
defa04d7620311f4,f3845767
156c3d5576dc4769,16a36ef3
57cd4006711ee120,f3845767
27635eced4897fef,7e091613
7b1493558a4875bd,6b560cc1
6733f53396b83ebe,c7ca3108
ce14e09a6332421a,f3845767
cd2c6ca3f186d2e8,c4e18dd6
2ea66716be74e6fe,c4e18dd6
ebe470e984ebbcd4,7687a86e
1cf4e92d73b4563d,92c9e92d
1c1eca0e1ccc7835,08ba7db9
6f7eeef049c941a5,c4e18dd6
7511c4b1aaffed8f,f3845767
51c53be04962150e,f3845767
e94347fd,c4e18dd6
1087b12b6332421a,f3845767
fc59dd06,c4e18dd6
567b3c9d900981af,9fb0b77c
54b737975db079b5,f3845767
079ce1cfa0f5f879,c4e18dd6
bb6da8e98a4875bd,f3845767
8effbe4ea8d2c4cf,f3845767
4e15d6f536d749e5,f3845767
743f0f54dab059c4,c7ca3108
042f6f01d787e91b,f3845767
546ec9be56f23684,c4e18dd6
488a9a3e94a6ac23,c4e18dd6
c43fc86f,c4e18dd6
d4f5c9494ceb2e0b,f3845767
7b7c04f3,c4e18dd6
95b2935e1f0bc64f,f3845767
c9facf04e46cc378,17d996e6
2349cce78571106b,98572c79
f6c0b05c76dc4769,bb1ef334
3267a5b63bd9e8e7,98572c79
e8acb99e,c4e18dd6
08e26405,c4e18dd6
b1da6641a5bce124,f3845767
694a9718de38939a,c4342784
6b9769f2a4528ded,f3845767
fbf575ed,c76a741e
1ed9566a5db079b5,f3845767
75bb1b585096d134,f3845767
24236cc3c464aa46,f3845767
6fdf1afa8571106b,98572c79
bca8f26d4ceb2e0b,f3845767
9d557cfa76dc4769,17d996e6
4b6dd5a5d787e91b,c7ca3108
ebda5821c6263d8a,98572c79
df00e461689db181,0dde25ec
3b4e676676dc4769,f3845767
1cf297161f0bc64f,f3845767
70711c25329add22,f3845767
d98d7bed,4c26e9ba
6b9769f2f39b265e,98572c79
4cbac132,c4e18dd6
728f6833779d90c2,7687a86e
4e1660710bc44f2a,e16ceb4b
8e2aacfc36d749e5,c4342784
1783cef581892725,c4e18dd6
7667f884375c3d47,f3845767
ddd2926e0fadd2fe,7687a86e
4b4008081ccc7835,98572c79
d533161f,c4e18dd6
146a4cadfbec56bc,f3845767
077de3833bd9e8e7,f3845767
659f168984ebbcd4,7687a86e
1cf29716d787e91b,f3845767
8127f783,c4e18dd6
6ac59207779d90c2,98572c79
11fd77c6d787e91b,98572c79
8acef4331f0bc64f,c4e18dd6
c357dbff,c4e18dd6
b24d1e980eb711ec,f3845767
a7858082ad0177e7,98572c79
b571d3861fa06e1b,510bd839
05a446c0eb58b8de,d2f72222
e783d3681c6a881d,c4e18dd6
00da157f93a90f85,c4e18dd6
3150c07d,c4e18dd6
31c8716c61761ee1,7e091613
cdf180a71ccc7835,f3845767
772cdb53ecb851b2,f3845767
8c6b45ead7193e18,e16ceb4b
38e7afd5293291c1,f3845767
9bff2522d787e91b,17d996e6
cdb6b1bd5d7f83d0,e16ceb4b
5664de61,c4e18dd6
5a4cbfc876dc4769,7687a86e
7ab152a50eb711ec,f3845767
84bb3dcd99e427c9,c4e18dd6
20f24b4a900981af,427daef9
a8839f86,4c26e9ba
323dabb87fdd04d2,f3845767
07875ea4d787e91b,f3845767
b37ec7b884ebbcd4,7687a86e
2ecb481123885c9e,f3845767
0289f441a0f5f879,98572c79
5d142f5f,f3ca2e42
17bc9e84,c4e18dd6
8915df391f0bc64f,c4e18dd6
ddd2926ed787e91b,f3845767
6e9092c6,c4e18dd6
4fefde63158e4944,f3845767
e6a00ba66569eeb3,f3845767
7e028399a0f5f879,272c5d9d
6b9769f2ce12dd72,98572c79
d2b32c847c997db0,f3845767
c01c0c945db079b5,f3845767
92a210d468b6db2c,ec9fd155
11a190818a4875bd,f3845767
694a9718de38939a,0dde25ec
cefc65fa3bd9e8e7,98572c79
431b3174f39b265e,f3845767
6ae0a0abe9b8d8d7,f3845767
1cfabd194ea23a13,98572c79
602ec53daaffed8f,c4e18dd6
3e7ad4825096d134,98572c79
14d0a12fd4897fef,0dde25ec
1ee31890aaffed8f,f3845767
4a5525dc383d6db1,6b560cc1
63b3013a1ccc7835,f3845767
54c664bfd787e91b,c7ca3108
d0e2dbfeee22d66a,0a4015b2
6c89e677c6263d8a,f3845767
bcf1f1c784ebbcd4,16a36ef3
8342c9758a4875bd,f3845767
701910f5cab7ad1c,f3845767
74ec621f2de871e6,7e091613
a3cada2c,c4e18dd6
c0e8f3bf8a4875bd,f3845767
5fcaba9a5096d134,f3845767
a760ac8d744ae245,08ba7db9
f0794b9676dc4769,f3845767
01425298375c3d47,f3845767
d97d7a6d5096d134,f3845767
25b6512681b42528,f3845767
59ac940d8a4875bd,98572c79
10256cedcab7ad1c,f3845767
3fad29908a4875bd,f3845767
98e33fbbc64f1736,c4e18dd6
7bd61702779d90c2,f3845767
6767e2c123823d8b,f3845767
0ffc37546569eeb3,7687a86e
32775065258601f8,f3845767
52b900080989142d,98572c79
a57c3b2b,c4e18dd6
f4822f42bd328473,7e091613
f10ae0fa4962150e,5baa6f69
923500c3,c4e18dd6
5fd3491a5ef191d3,d47b862d
b307d39f4ea23a13,f3845767
a6e14e1f2203a096,f3845767
593f8c1836d749e5,f3845767
452650fd31025cda,7e091613
8c55b928be6db1d7,7e091613
938551681f0bc64f,f3845767
75bb1b58ecb851b2,98572c79
aab60eb4d17a0181,f3845767
53e04815c6263d8a,f3845767
17e5636c,c4e18dd6
a00a57a8,c4e18dd6
5004a905779d90c2,f3845767
4264443c7abbbd5c,c4e18dd6
3105382faaffed8f,f3845767
f9deb6ddf07e20f8,f3845767
72703e6b3bd9e8e7,f3845767
79a1617b158e4944,f3845767
a8c8825f36d749e5,f3845767
09f9470d260bcecc,7e091613
7fb885a04ea23a13,c4e18dd6
7acedd95,c4e18dd6
633f8b618b1aa260,f3845767
eca1c6f984ebbcd4,7687a86e
8a9431d636d749e5,f3845767
80227c00,c4e18dd6
b7924dded1b0c050,c4e18dd6
e4f6e123f5267723,f3845767
73a3ad100eb711ec,f3845767
5f2b96510dedddc5,c4e18dd6
a6f86dd9945dd5c4,7e091613
0489ce3fcab7ad1c,f3845767
c638509e7fdd04d2,7687a86e
0afebc14d787e91b,f3845767
6b9769f21ccc7835,f3845767
bf8f00a849023af8,7687a86e
d82523d8ff065cf0,f3845767
159db7967120e05e,7e091613
c3d76b93a0f5f879,16a36ef3
58c21a8005e70df4,98572c79
c54b92488a4875bd,bb1ef334
5653eb62be87996b,f3845767
23671e948a4875bd,14878e20
addff4137dc3b26e,7687a86e
6c15023a987b276c,db7a8013
6ff2593174de3ee6,7e091613
1cf297167fdd04d2,98572c79
c254031f0bc44f2a,e16ceb4b
9451da357abbbd5c,863fa89d
9e33a4994ea23a13,f3845767
0561eb1f1f0bc64f,f3845767
a1dc6eb1900981af,eac4567d
fd75c38d4ea23a13,98572c79
33db596536d749e5,f3845767
acdce31b1f0bc64f,f3845767
4bd07d398b1aa260,98572c79
cf01be9c,c4e18dd6
c65633082203a096,98572c79
614c4e99a94d1405,17d996e6
a8536f3a5096d134,f3845767
3d5fad1d4ea23a13,98572c79
271bb0601aa0e912,98572c79
78d0a42605e70df4,98572c79
f0bfdd9310bdc601,7e091613
0f1106b2158e4944,7687a86e
6b9769f28a4875bd,f3845767
7b66230004f5b394,bc63ea42
4e9c02fad25693ce,f3845767
ca97887a1f0bc64f,98572c79
86a7e9760ea40c5b,6b560cc1
b0070d9a4ea23a13,c4e18dd6
16338a631f0bc64f,16a36ef3
c6563308aaffed8f,f3845767
e7ab261c1f0bc64f,8a9459c0
9e2babc0779d90c2,f3845767
0d97e0e94ea23a13,f3845767
52aa69718a4875bd,98572c79
8884b767711ee120,f3845767
d7000b831f0bc64f,f3845767
398b4c8ea0f5f879,f3845767
f1aacf8bc6263d8a,f3845767
ce29f38cfd250d26,5b626596
470f78e333c9c797,c7ca3108
357608d13de05cb4,c4e18dd6
099e6673889ad79d,5b626596
22f933871f0bc64f,f3845767
76d8e8a0,93ab6716
fb2e349f8d96a23d,b9c4ab81
e4d44f228ce34352,387e0bb3
9eacc9c816954458,f3845767
320223eb,c4e18dd6
ac77b71a1f0bc64f,f3845767
d3f088a384ebbcd4,98572c79
1cf297163bc980aa,f3845767
a4f378115db079b5,f3845767
c1e05998fbec56bc,98572c79
aa42be817eef184d,f3845767
fca120b6a8d2c4cf,f3845767
70f2ab26c464aa46,08ba7db9
d087c5950dedddc5,c4e18dd6
2addef9f2a5026a5,5c9ae867
26e526c81f0bc64f,0dde25ec
ff1c4f791f0bc64f,f3845767
31d848211f0bc64f,c4e18dd6
158bff8bfa202956,7e091613
3866f46676dc4769,9b851bd8
77b470e8801b384c,c4e18dd6
b0c70d1f4962150e,f3845767
4599d8c8ff065cf0,f3845767
02a5a865900981af,1a02dd86
533311f18a4875bd,f3845767
ac77b71a3de05cb4,98572c79
e7bf7aa8be6db1d7,17d996e6
24a76e95d25693ce,98572c79
6b9769f2ff065cf0,f3845767
f1fa2ffd0bc44f2a,e16ceb4b
9cac7835,c4e18dd6
c87dc001cdf6ea96,7e091613
2c3be657be87996b,f3845767
dfcae92efbec56bc,f3845767
9a7957b21aa0e912,f3845767
925c319584ebbcd4,7687a86e
8a014cbb6332421a,f3845767
56870864c70e9995,98572c79
6fe780381f0bc64f,58a89a43
7569da6a05e70df4,98572c79
5fb8e1d1d6b5c09e,c4e18dd6
ab606ca5,c4e18dd6
693bff3e8a4875bd,f3845767
a58d1f5399e427c9,c4e18dd6
b5ef7eb2c6263d8a,f3845767
8088d6be0fadd2fe,b5188ae6
61e05c7444801bc1,f3845767
4af49d96,c4e18dd6
1b045cbf,c4e18dd6
04596fb06332421a,7687a86e
4d5346d5fce66524,98572c79
df965bc9711ee120,f3845767
a4bdb5d004f5b394,6b560cc1
0e9fdfcdd787e91b,f3845767
dba05f4c2882146f,c4e18dd6
dc8714850fadd2fe,98572c79
0489ce3f1f883dc7,f3845767
cabd82531f0bc64f,c4e18dd6
7ab78b383de05cb4,f3845767
721ced04be74e6fe,bc63ea42
8be34e024ea23a13,f3845767
23938d15eee53df3,e16ceb4b
48baca27cdfde03b,c7ca3108
ed20ddc0d787e91b,c7ca3108
6f8e949184ebbcd4,7687a86e
6b9769f2be87996b,f3845767
9f6252777feb67f8,58a89a43
3cd683e2607e78f2,c7ca3108
d1ecfe2eeb1347a0,c4e18dd6
f812e660f4fffcd0,c4e18dd6
10dd9173a5bce124,c4e18dd6
8802bfdf31368961,c4e18dd6
d6affd3e,c4e18dd6
693bff3e1f0bc64f,f3845767
3e44041fa0f5f879,f3845767
6b4d4cd7a8d2c4cf,e16ceb4b
11d85f224ea23a13,f3845767
80bf7af80eb711ec,98572c79
7ed30f6c7b75d3a6,c4e18dd6
647eda431f0bc64f,c4e18dd6
2f22c6145db079b5,98572c79
c9c7b44399e427c9,c4e18dd6
bc67633369f9dd0e,7e091613
116faff42203a096,f3845767
8f44cf224ea23a13,f3845767
57d5df04d787e91b,f3845767
611ff5051aa0e912,f3845767
1db2bef1553f099b,f3845767
0c2364f3c144e605,f3845767
98aab72df5267723,f3845767
24c28956711ee120,f3845767
ce469c4feee53df3,c4e18dd6
136d3d57553f099b,510bd839
9f4644ab779d90c2,f3845767
aea7411c2203a096,98572c79
8d60eea262062c1e,7e091613
83b564b036c6b1de,f3845767
05a43143c6263d8a,f3845767
8ac8b86c1dcccfd5,e16ceb4b
db3c2171,c4e18dd6
2889b254edead9f4,f3845767
250d2896a5bce124,f3845767
e3f50d4b78259b0a,e16ceb4b
c414a21b8a4875bd,c4e18dd6
526722b14ea23a13,9425ad2a
12d6d6a84ea23a13,f3845767
066a13bd,c4e18dd6
488a9a3ed787e91b,98572c79
9f5bfb518a4875bd,f3845767
23aa0e121e5925f1,c4e18dd6
fa3e3b76ad0177e7,98572c79
8fb1c811711ee120,f3845767
9c407dbac6263d8a,7687a86e
951880d95db079b5,f3845767
8d22a1821f0bc64f,98572c79
478ca48e36d749e5,f3845767
30eb46ae8a4875bd,f3845767
30688be6f186d2e8,f3845767
c8e617a7f186d2e8,7687a86e
6c5ed5a1f87e93a5,08ba7db9
bca8f26da0f5f879,f3845767
6c97df787dc3b26e,27e3c518
4380cde55db079b5,f3845767
efdd21200eb711ec,c4e18dd6
06a7d97fff065cf0,f3845767
3564aa803de05cb4,98572c79
67a52215711ee120,f3845767
dd0330e0a5bce124,f3845767
54c293f77abbbd5c,7e091613
bc664955ce576f14,ac5abf20
94e0f55e,c4e18dd6
a1aa5a7dc3825bbb,bc63ea42
50c82582be87996b,f3845767
8b4a03698d96a23d,f3845767
aca53c34,c4e18dd6
6ad1e9aff37ed101,f3845767
df8bb164277e7b8c,7e091613
4eaa4f563bd9e8e7,f3845767
f6397fcc1f0bc64f,f3845767
9cfc7e40,c4e18dd6
99e58464be87996b,f3845767
54fc1710aba190f1,7e091613
c68fabd533ef0197,7e091613
7c36020a8a4875bd,f3845767
7e8bde111f0bc64f,c4e18dd6
f63178ae711ee120,f3845767
1330ae7dd1f97bd7,5b626596
d01c66cf0eb711ec,f3845767
b8e92c70,c4e18dd6
ddd2926e3bd9e8e7,f3845767
48f9251aa8d2c4cf,f3845767
133028801f0bc64f,f3845767
828ee0d14707356d,7d05db75
973bfb08a0f5f879,f3845767
15413898fce66524,c4e18dd6
f43c9e6d1aa0e912,7687a86e
bca8f26df39b265e,f3845767
369a9a32,c4e18dd6
7424f4fda0f5f879,7687a86e
357e7b39d787e91b,98572c79
2c98efc36afc734f,7e091613
11491c9c02635b69,9690165f
a556cd1fe9b8d8d7,7687a86e
63706058,277e7114
8fa8b449a5bce124,f3845767
8f44cf2223885c9e,7e091613
693bff3e56f254f5,f3845767
d8046ce95096d134,9f448720
6b3c2dab1ccc7835,7687a86e
c3501bd57dc3b26e,f3845767
0165c1db375c3d47,f3845767
f2d39d5481b42528,7687a86e
e027614c4ea23a13,f3845767
c6563308a5bce124,f3845767
5d5ab8fe3f67c4c4,f3845767
07875ea48a4875bd,f3845767
df048b6ed787e91b,f3845767
d64ec3e7a0f5f879,f3845767
6014934e1f0bc64f,f3845767
19f40e4a900981af,9d3b56b1
27809fef553f099b,f3845767
2a8a65fdedead9f4,f3845767
6b9769f21f0bc64f,98572c79
a81fa72688fe1d5d,db7a8013
18d3271505e70df4,7687a86e
1143903684ebbcd4,98572c79
843ec320b4920c7e,c4e18dd6
d16c79cf0eb711ec,c4e18dd6
1cc42ef1be87996b,7e091613
7b9e9ecb0dedddc5,c4e18dd6
adbcd793191e9c26,c7ca3108
edee1ba18a4875bd,bb1ef334
d29e88008a4875bd,f3845767
30eb46aed4527c28,a9bba545
c980e472,c4e18dd6
a461615236d749e5,f3845767
884297d2d787e91b,f3845767
1a06bebb,5f45e0ad
0c3b2bc31ccc7835,f3845767
e98558c4,c4e18dd6
4792d71d,c4e18dd6
c6b4f4de794346bd,f3845767
c58fe032421872ab,d733bbc3
7fb05a2118d8fb90,f3845767
bd52793f8a4875bd,16a36ef3
6a86ab340eb711ec,98572c79
67d33be436d749e5,f3845767
5121ae5dd0edf686,e16ceb4b
7659a8fe90f22c00,c4e18dd6
06669e0a4ea23a13,f3845767
1cf297163bd9e8e7,f3845767
35a387204ea23a13,f3845767
72c80f863bd9e8e7,7e091613
76c67f4f275fc61c,98572c79
1819a98b8a4875bd,f3845767
93428ad5ecb851b2,f3845767
6b9feefc,948ff336
f8c8df20be87996b,c4e18dd6
fe409c1c7abbbd5c,7804dea6
3e790b92d787e91b,f3845767
b1401f1ad787e91b,f3845767
4b6dd5a5d787e91b,c7ca3108
caf3613eecb851b2,f3845767
ea9edeb51f883dc7,f3845767
6fdf1afaa5bce124,f3845767
5f898e12260bcecc,7e091613
9e8e0abc7dc3b26e,98572c79
73ebd12ca5bce124,c4e18dd6
57cd40066332421a,f3845767
b02ea737d4897fef,c4e18dd6
52aa6971711ee120,f3845767
b62395d60205329f,7e091613
6b9769f22203a096,98572c79
f54671f9,c4e18dd6
a12ecac2d787e91b,f3845767
16688cb51aa0e912,f3845767
14119ab7d787e91b,0dde25ec
76df963c977a2929,f3845767
545eff4a4ea23a13,e16ceb4b
6ddae1b9,6bdbd889
a59a0cc2c6263d8a,f3845767
365cf5b06332421a,9166c161
4312bbeb711ee120,f3845767
a6df415d553f099b,98572c79
04fbbcd7,c4e18dd6
6fa6983c76759795,7e091613
8288e6b96569eeb3,f3845767
15a9661276dc4769,f3845767
ddd2926ee24c8b65,98572c79
a93bf9bc1aa0e912,98572c79
0b930b3a7abbbd5c,7e091613
bc406d8fd25693ce,f3845767
e1a6e8d20eb711ec,968765cd
d5c6c84becb851b2,f3845767
20f24b4a900981af,bfa24f16
11c12eb4d787e91b,98572c79
de361b1a8a4875bd,f3845767
ac3b51b98a4875bd,f3845767
8f2a29a256f254f5,9b421927
bdc400e7d787e91b,f3845767
feaa14df95a0fb49,c4e18dd6
5b1f94b98573f438,7e091613
fa066a93,c4e18dd6
77d7d3f236d749e5,f3845767
6b9769f28a4875bd,f3845767
98d2611bd787e91b,c7ca3108
fb5cfafbe9b8d8d7,7e091613
847df7c5d787e91b,10cfed0c
e9bf176036d749e5,f3845767
0930c02613472f46,9690165f
37342d1cd787e91b,f3845767
7cf7421ba0f5f879,98572c79
87e5e9c143a30462,08ba7db9
90dc724decb851b2,f3845767
f822e1ad,c4e18dd6
1ed9566a5db079b5,f3845767
488a9a3eaaffed8f,f3845767
c208bce70eb711ec,f3845767
c787ad7de12e75cd,6b560cc1
9dfbf9a9711ee120,f3845767
fc3112aaf39b265e,f3845767
a2098eaf,c4e18dd6
baea8c1276dc4769,f3845767
d7000b830a10024e,f3845767
93569074be74e6fe,7e091613
8ca308176e1e2240,968765cd
6eb3f5d61f0bc64f,f3845767
c5219b1d05566ad2,0dde25ec
bc406d8f7294839b,7687a86e
01b8dda880b1a1d2,7e091613
1cf29716cab7ad1c,f3845767
51868e1936d749e5,f3845767
cf3c1153711ee120,f3845767
ac77b71a711ee120,f3845767
6fdf1afac94fff1a,f3845767
750189728f1db0bc,c4e18dd6
c6563308f39b265e,f3845767
161a267c711ee120,f3845767
c728f8566f1a5911,75f9ddc3
90780729,c4e18dd6
c65633081ccc7835,f3845767
c0a1c8831ce979ed,b9c4ab81
f7b1ef1e84ebbcd4,7687a86e
6ebdecdfd787e91b,f3845767
31515fb288fe1d5d,6b560cc1
9c83a95d711ee120,f3845767
c4ff30af82f41bba,f3845767
6f3a243bd787e91b,f3845767
fbc081a784ebbcd4,7e091613
0467b2f81ccc7835,f3845767
9aa51ce10eb711ec,f3845767
122c34327e4efdcd,7687a86e
2acd7a51cdfde03b,c7ca3108
742c72605096d134,f3845767
895061978a4875bd,f3845767
d456aaaa711ee120,f3845767
3e4ce3903bd9e8e7,f3845767
afb546aa3e7932d7,17d996e6
d03a1ab676dc4769,f3845767
0765ca8a3bd9e8e7,f3845767
b854b4730989142d,f3845767
023aff441ccc7835,f3845767
8c56e2b96569eeb3,7687a86e
dc30bba165c93b38,f3845767
ac1432414ea23a13,f3845767
533a3a062203a096,f3845767
794cab42779d90c2,bc63ea42
cca86f23e12e75cd,6b560cc1
e4f6e12381b42528,f3845767
dc3b367e8a4875bd,f3845767
b68b17e424f6b932,f3845767
50a4961884ebbcd4,98572c79
835574f61ccc7835,28f93029
04d96f26a5bce124,f3845767
1cf29716b50d2bf4,f3845767
b6569dbb1f0bc64f,f3845767
32c37c1d0153a639,7687a86e
ac77b71a8a4875bd,f3845767
c284696ccc63cb07,c4e18dd6
1f00d7bf158e4944,7687a86e
558e0707673729ee,e2a5dc06
fd9dd9af4f3e064a,c4e18dd6
6427d62c8a4875bd,98572c79
8e080141aad45b01,c4e18dd6
102d915b779d90c2,7687a86e
9a2031630eb711ec,f3845767
7036e9cd1f0bc64f,f3845767
88d3bffd375c3d47,98572c79
589e481dcd5b1559,f3845767
233d92207fdd04d2,9057b1fe
4a5525dc383d6db1,6b560cc1
3aca26d0f4fffcd0,c4e18dd6
ac475ecf711ee120,f3845767
3b001610a0f5f879,98572c79
4ee9b602d787e91b,27e3c518
6f23fcaca5bce124,f3845767
6ceb807e04f5b394,7687a86e
ddd2926e9db53c3c,98572c79
89eae3c28a4875bd,c4e18dd6
0ace04fa4ea23a13,f3845767
f2297d889efa421a,3f2f3819
03933db61f0bc64f,f3845767
ebfa326578d9bd10,f3845767
ea2b12204ea23a13,98572c79
3267a5b63bd9e8e7,98572c79
99293f927abbbd5c,7d05db75
1693665c7fce49a8,c4e18dd6
7caff0c60bc44f2a,7e091613
6b9769f28a4875bd,f3845767
9d73cf161ccc7835,f3845767
31fa3c7eb50d2bf4,f3845767
3ff485f0be87996b,f3845767
05d9776acab7ad1c,f3845767
009e9b39c144e605,f3845767
328b3a6c4ea23a13,f3845767
21fe0c2a8a4875bd,f3845767
f0c4cd9d6569eeb3,98572c79
25b651263bd9e8e7,f3845767
41260036c4cff2ea,c4e18dd6
cea53ddef39b265e,f3845767
61a207b1260bcecc,e16ceb4b
8832df25,c4e18dd6
c357dbff,c4e18dd6
0f941ff0f07e20f8,7687a86e
bfa272183421dfe4,c7ca3108
a9669f3c16954458,c4e18dd6
8ca59ecd,c4e18dd6
27fd4e5d711ee120,f3845767
e14aa76d1f0bc64f,f3845767
58b8c5c12891f384,f3845767
9eb367a0,c4e18dd6
9636c101a5bce124,7e091613
a4eec501779d90c2,510bd839
3ea3a7f831f63ca2,7e091613
5ffa0ec0a9fb0439,c4e18dd6
a326c4960eb711ec,f3845767
992c5875b4b19c97,c4e18dd6
12c3d7001f0bc64f,f3845767
f2ad7bb05096d134,f3845767
d25e9fe494405e6a,e16ceb4b
c599a1fc,c4e18dd6
9a8d64dcecb851b2,98572c79
e54c1344d25693ce,98572c79
d5e45765,c4e18dd6
05152f4c23885c9e,f3845767
7357d5f16332421a,7687a86e
074730325096d134,f3845767
e46904e1553f099b,f3845767
d3dfc913275fc61c,16a36ef3
e6778047711ee120,98572c79
fea9f07d8fb776fd,7687a86e
daac5b53f39b265e,7687a86e
cecc071d2203a096,f3845767
6b9769f2711ee120,f3845767
c078a9f4c6263d8a,f3845767
1bcf241384ebbcd4,7687a86e
8ce11055a0f5f879,7687a86e
a98e3a73d787e91b,c7ca3108
957fa348b4191635,f3845767
b8d6a1c2,c4e18dd6
d6c2dcab1aa0e912,f3845767
68d970a26332421a,f3845767
8c79c6dcd787e91b,f3845767
b6d28c1e0989142d,7e091613
4cce8d9d8a4875bd,f3845767
1ff918eccf7075a3,7e091613
9ddc11828a4875bd,7e091613
da1588d6cab7ad1c,f3845767
693bff3e5096d134,f3845767
ff1c4f795096d134,f3845767
59524f89f60c2fd3,c4e18dd6
cdf180a7d5db24c3,f3845767
840e20ad5096d134,f3845767
f366bd95396fa7b8,7687a86e
6b9769f20fadd2fe,98572c79
4fe176e9ecb851b2,f3845767
348533f20eb711ec,98572c79
693bff3e1f0bc64f,f3845767
5ca7944b84ebbcd4,9b421927
e25dede41f0bc64f,f3845767
90a5eff72203a096,f3845767
22c83302aad45b01,c4e18dd6
8166ad53d787e91b,f3845767
e37c5487a5bce124,c4e18dd6
48451b8b711ee120,f3845767
e80350dc06fbfd42,61eb5bc4
70c8dfa77abbbd5c,f3845767
5f329dd35096d134,f3845767
f79fd31913555279,c4e18dd6
0913573c1f0bc64f,c4e18dd6
cdc6f171a0f5f879,f3845767
82d09e541f0bc64f,c4342784
10cf76271ccc7835,c4e18dd6
70711c25329add22,f3845767
b7fcde5624f6b932,f3845767
0ccb3bf48a4875bd,f3845767
af2b186a05e70df4,98572c79
5f374b3f7abbbd5c,c4e18dd6
4658b4c3293291c1,f3845767
cdaf89e581892725,7e091613
da32aa49d4897fef,7e091613
782e2d2c76dc4769,e6221ce3
ceffea69711ee120,98572c79
edc3147b6186a025,7e091613
d070de5e84ebbcd4,5dddf09e
16e87feec6263d8a,7687a86e
32c9e9ee900981af,9fb0b77c
a9b77b5e,c4e18dd6
780f69e83bd9e8e7,f3845767
9b1fe2782203a096,f3845767
e05e3ff71f0bc64f,f3845767
0db890de44801bc1,7687a86e
ef302751fa374547,f3845767
61ce8f72c6263d8a,f3845767
8f4997d64ea23a13,c7ca3108
21e7ca3984ebbcd4,7687a86e
c059d275,c4e18dd6
c0c7cc635db079b5,f3845767
a8d8ce516332421a,f3845767
77f32a1961ca3ec0,f3845767
ec3dd7fe93dd64c2,c4e18dd6
19b4af680eb711ec,98572c79
5a194bb81f0bc64f,c4e18dd6
db2bd7179dd895e4,9f448720
4638fc37a0f5f879,27e3c518
6c0e1d7f8f6dfa09,c4e18dd6
bf12deaeb3f4c8ce,c4e18dd6
a6df415d779d90c2,f3845767
a88e137a76dc4769,17d996e6
1ea335bb7abbbd5c,7e091613
13076c1b8a4875bd,17d996e6
861fda914962150e,6b560cc1
9aa51ce1f39b265e,98572c79
4c719e74158e4944,f3845767
b8d18f5bf39b265e,27e3c518
0accc299779d90c2,f3845767
